n,Iterative,Recursive,Dynamic Programming
15547,1.21867,-,2.12149
15548,1.21887,-,2.02084
15549,1.26896,-,2.07133
15550,1.26918,-,1.97030
15551,1.21883,-,2.02062
15552,1.21832,-,1.92022
15553,1.26868,-,2.12048
15554,1.26922,-,1.92106
15555,1.26918,-,2.12125
15556,1.21846,-,2.07170
15557,1.26845,-,2.02081
15558,1.21811,-,2.17070
15559,1.21794,-,2.12144
15560,1.21873,-,1.92011
15561,1.26964,-,1.92036
15562,1.26895,-,1.87054
15563,1.21809,-,1.97068
15564,1.21799,-,1.87052
15565,1.21941,-,2.07193
15566,1.21899,-,1.97083
15567,1.21826,-,2.12105
15568,1.21808,-,1.87019
15569,1.26839,-,1.92070
15570,1.26963,-,2.07105
15571,1.26933,-,1.97114
15572,1.26818,-,1.92070
15573,1.26906,-,1.87019
15574,1.26931,-,2.02107
15575,1.21885,-,1.82073
15576,1.21890,-,1.97072
15577,1.21880,-,1.87060
15578,1.26931,-,1.82078
15579,1.21906,-,2.02082
15580,1.21852,-,2.32170
15581,1.26908,-,1.92054
15582,1.26858,-,2.17200
15583,1.21835,-,1.97087
15584,1.27009,-,2.27212
15585,1.21894,-,1.97071
15586,1.26915,-,2.12102
15587,1.21814,-,1.92083
15588,1.26908,-,2.12089
15589,1.26939,-,1.87077
15590,1.26887,-,2.12161
15591,1.26877,-,1.92113
15592,1.21870,-,1.92092
15593,1.21864,-,1.87081
15594,1.26900,-,1.97036
15595,1.21908,-,2.12195
15596,1.21883,-,1.92077
15597,1.26914,-,1.92102
15598,1.21873,-,2.12136
15599,1.21884,-,2.12112
15600,1.26903,-,1.87052
15601,1.21872,-,2.02058
15602,1.26905,-,1.92086
15603,1.21912,-,1.92080
15604,1.26891,-,1.87059
15605,1.26890,-,1.87084
15606,1.21877,-,1.97094
15607,1.21873,-,1.92074
15608,1.21862,-,1.97090
15609,1.21810,-,1.87039
15610,1.21851,-,2.07113
15611,1.26893,-,1.92097
15612,1.26896,-,2.07081
15613,1.21912,-,1.87061
15614,1.21890,-,1.97101
15615,1.26879,-,2.12137
15616,1.26888,-,1.92095
15617,1.26917,-,2.02113
15618,1.21861,-,1.97141
15619,1.26908,-,1.97092
15620,1.21895,-,1.87032
15621,1.26957,-,2.17157
15622,1.26939,-,1.87059
15623,1.26884,-,2.17174
15624,1.26885,-,1.97094
15625,1.26846,-,1.97050
15626,1.31910,-,2.07130
15627,1.26881,-,1.97118
15628,1.26888,-,2.12183
15629,1.26872,-,1.97067
15630,1.26929,-,1.87024
15631,1.26915,-,2.17163
15632,1.26874,-,2.17162
15633,1.21871,-,1.97094
15634,1.26894,-,1.92092
15635,1.26866,-,2.12084
15636,1.26924,-,1.97157
15637,1.31913,-,1.92085
15638,1.26910,-,2.17188
15639,1.21884,-,2.27191
15640,1.26875,-,1.97130
15641,1.26877,-,2.12127
15642,1.21870,-,1.92016
15643,1.21897,-,2.07120
15644,1.21886,-,2.07107
15645,1.26875,-,1.92100
15646,1.26884,-,1.92067
15647,1.26899,-,2.07089
15648,1.21857,-,1.92066
15649,1.26877,-,2.12169
15650,1.21913,-,2.02123
15651,1.26964,-,1.92084
15652,1.21943,-,2.17195
15653,1.26948,-,2.12189
15654,1.31936,-,1.97104
15655,1.26907,-,1.92120
15656,1.26924,-,2.12125
15657,1.26969,-,2.17212
15658,1.26901,-,1.97109
15659,1.26878,-,2.22100
15660,1.26881,-,1.97053
15661,1.26900,-,1.97130
15662,1.26834,-,2.02108
15663,1.26931,-,2.12147
15664,1.26891,-,2.02105
15665,1.26849,-,1.97101
15666,1.26881,-,2.17159
15667,1.26882,-,1.87073
15668,1.26851,-,2.07109
15669,1.26871,-,2.07172
15670,1.21899,-,1.97125
15671,1.26889,-,1.92033
15672,1.26855,-,2.07150
15673,1.31923,-,1.97136
15674,1.26897,-,1.92128
15675,1.26905,-,2.12114
15676,1.26892,-,1.92124
15677,1.21860,-,2.07125
15678,1.26894,-,2.07084
15679,1.26866,-,1.97120
15680,1.26955,-,2.07140
15681,1.21897,-,1.92130
15682,1.26879,-,2.12219
15683,1.26902,-,2.02146
15684,1.21858,-,1.97111
15685,1.26887,-,2.22151
15686,1.26908,-,2.02102
15687,1.26926,-,2.12100
15688,1.26889,-,1.92111
15689,1.26885,-,2.12166
15690,1.26889,-,1.97132
15691,1.26904,-,2.12119
15692,1.26905,-,2.22167
15693,1.26898,-,2.07134
15694,1.26926,-,2.42231
15695,1.26892,-,1.97109
15696,1.26930,-,2.17165
15697,1.26828,-,2.17078
15698,1.21879,-,1.92025
15699,1.26879,-,2.12110
15700,1.26890,-,2.27214
15701,1.21898,-,1.96984
15702,1.26854,-,1.97092
15703,1.26909,-,1.97101
15704,1.26922,-,1.92083
15705,1.26908,-,1.92025
15706,1.26844,-,2.22172
15707,1.31922,-,2.02116
15708,1.26930,-,1.87084
15709,1.26892,-,2.12162
15710,1.26925,-,1.92059
15711,1.21872,-,2.12107
15712,1.26901,-,2.02098
15713,1.26917,-,1.97066
15714,1.26945,-,2.12098
15715,1.26910,-,2.07151
15716,1.26853,-,2.17156
15717,1.26921,-,2.12136
15718,1.26890,-,1.87021
15719,1.26867,-,2.17172
15720,1.31854,-,1.97103
15721,1.26870,-,2.17228
15722,1.26899,-,2.17165
15723,1.26900,-,2.07121
15724,1.26924,-,1.97073
15725,1.26865,-,2.17154
15726,1.26899,-,2.12159
15727,1.26819,-,1.87044
15728,1.26882,-,2.02090
15729,1.31840,-,1.97075
15730,1.26879,-,2.17148
15731,1.26838,-,2.17148
15732,1.26936,-,1.97077
15733,1.26909,-,2.07105
15734,1.26865,-,2.17161
15735,1.26910,-,2.02092
15736,1.26869,-,2.12151
15737,1.31900,-,2.22202
15738,1.31970,-,2.02116
15739,1.26882,-,2.17175
15740,1.26899,-,1.97072
15741,1.26902,-,1.92053
15742,1.26818,-,2.17080
15743,1.31893,-,2.22151
15744,1.26899,-,1.92072
15745,1.26891,-,2.12098
15746,1.26865,-,2.02115
15747,1.26908,-,1.92075
15748,1.31923,-,2.17087
15749,1.26876,-,1.92037
15750,1.26825,-,2.02137
15751,1.26883,-,2.22054
15752,1.31908,-,2.17075
15753,1.26879,-,2.02033
15754,1.26830,-,1.92049
15755,1.26905,-,2.12115
15756,1.31904,-,1.97137
15757,1.26929,-,1.92078
15758,1.26911,-,1.97109
15759,1.26874,-,2.07148
15760,1.26906,-,2.12178
15761,1.26867,-,2.12172
15762,1.26892,-,1.97055
15763,1.26916,-,2.17117
15764,1.26947,-,1.97080
15765,1.26901,-,2.12120
15766,1.26894,-,2.12147
15767,1.26837,-,2.17145
15768,1.26874,-,2.17099
15769,1.26918,-,1.92095
15770,1.26861,-,2.17076
15771,1.26917,-,2.07139
15772,1.26905,-,1.97152
15773,1.26882,-,2.07075
15774,1.26908,-,1.97095
15775,1.26890,-,2.27169
15776,1.26842,-,1.92039
15777,1.26852,-,2.07109
15778,1.26966,-,2.27059
15779,1.26876,-,1.92042
15780,1.26835,-,2.12166
15781,1.26886,-,2.17158
15782,1.31924,-,1.92124
15783,1.26885,-,2.07133
15784,1.26892,-,2.17165
15785,1.26863,-,2.17163
15786,1.26874,-,2.27176
15787,1.26860,-,1.97085
15788,1.26897,-,2.17152
15789,1.26904,-,1.97103
15790,1.26929,-,2.17108
15791,1.31936,-,1.97075
15792,1.26912,-,2.12158
15793,1.26877,-,1.97088
15794,1.31916,-,2.17147
15795,1.26858,-,1.97106
15796,1.26930,-,2.32193
15797,1.26870,-,2.07107
15798,1.26882,-,2.22188
15799,1.31921,-,2.02147
15800,1.31949,-,2.12135
15801,1.26895,-,1.92093
15802,1.26816,-,2.37201
15803,1.31917,-,1.92091
15804,1.26869,-,1.92105
15805,1.26911,-,2.12149
15806,1.26891,-,1.97087
15807,1.26896,-,2.02106
15808,1.26890,-,1.97098
15809,1.31953,-,2.12111
15810,1.31903,-,1.97063
15811,1.26915,-,2.02148
15812,1.26855,-,1.97105
15813,1.26873,-,2.22160
15814,1.26933,-,2.02109
15815,1.26912,-,2.12135
15816,1.31898,-,2.12150
15817,1.26865,-,2.07131
15818,1.31943,-,2.17148
15819,1.31871,-,2.22104
15820,1.31914,-,2.22119
15821,1.31954,-,2.22168
15822,1.26868,-,2.07095
15823,1.31892,-,2.07088
15824,1.31876,-,2.17128
15825,1.26904,-,2.12137
15826,1.31923,-,2.02086
15827,1.31944,-,1.87045
15828,1.31915,-,2.17095
15829,1.26847,-,2.27145
15830,1.26895,-,2.02078
15831,1.31975,-,2.22143
15832,1.31947,-,1.97071
15833,1.26996,-,2.27644
15834,1.26918,-,2.07105
15835,1.26915,-,2.12127
15836,1.31962,-,2.02123
15837,1.26854,-,2.22136
15838,1.26876,-,2.27182
15839,1.31929,-,2.22127
15840,1.26878,-,2.32180
15841,1.31903,-,2.02075
15842,1.31918,-,2.22185
15843,1.31946,-,2.22117
15844,1.31955,-,2.12118
15845,1.31956,-,2.17152
15846,1.31907,-,2.32206
15847,1.26852,-,2.02010
15848,1.26903,-,2.22123
15849,1.26922,-,2.12088
15850,1.26901,-,2.02136
15851,1.31972,-,1.97132
15852,1.31914,-,2.27193
15853,1.26940,-,2.22187
15854,1.31881,-,2.17121
15855,1.31910,-,2.22147
15856,1.31884,-,2.02069
15857,1.26916,-,2.02081
15858,1.26839,-,2.22080
15859,1.26851,-,2.22175
15860,1.26931,-,1.97103
15861,1.26937,-,2.22125
15862,1.26901,-,1.97027
15863,1.31906,-,2.12084
15864,1.31862,-,2.07056
15865,1.26840,-,1.97064
15866,1.26844,-,2.12188
15867,1.31847,-,2.27131
15868,1.26843,-,2.02042
15869,1.31890,-,2.22191
15870,1.26965,-,2.02112
15871,1.26903,-,2.07109
15872,1.26877,-,2.27156
15873,1.31866,-,2.12092
15874,1.26841,-,2.07137
15875,1.26875,-,2.12141
15876,1.26881,-,1.97042
15877,1.26872,-,2.02048
15878,1.31864,-,2.27169
15879,1.26806,-,2.37148
15880,1.31885,-,2.02089
15881,1.31854,-,2.22190
15882,1.31852,-,2.07159
15883,1.31825,-,2.02099
15884,1.26904,-,2.27704
15885,1.31941,-,2.37165
15886,1.31873,-,2.02135
15887,1.26948,-,2.17111
15888,1.31865,-,2.27173
15889,1.31934,-,2.07104
15890,1.31875,-,2.12141
15891,1.31924,-,2.02058
15892,1.26860,-,2.02073
15893,1.31846,-,2.17041
15894,1.26925,-,2.27116
15895,1.31884,-,2.02104
15896,1.31870,-,2.22086
15897,1.31840,-,2.47225
15898,1.31897,-,2.12077
15899,1.36979,-,2.12068
15900,1.31891,-,2.37116
15901,1.31845,-,2.27177
15902,1.31861,-,2.32983
15903,1.26817,-,2.22107
15904,1.31866,-,2.02088
15905,1.31914,-,2.27199
15906,1.31904,-,2.27176
15907,1.31935,-,1.97174
15908,1.31873,-,2.22259
15909,1.31930,-,2.12189
15910,1.31946,-,2.22240
15911,1.26877,-,2.07139
15912,1.26918,-,2.02132
15913,1.26863,-,2.22131
15914,1.26875,-,2.02083
15915,1.31826,-,2.07152
15916,1.31944,-,2.27169
15917,1.31859,-,1.97010
15918,1.31883,-,2.32179
15919,1.31915,-,2.02007
15920,1.31861,-,2.22141
15921,1.31831,-,2.22091
15922,1.26871,-,1.91997
15923,1.26838,-,2.12179
15924,1.31828,-,2.17105
15925,1.31908,-,2.02058
15926,1.31897,-,2.12012
15927,1.31878,-,2.32255
15928,1.36922,-,2.07171
15929,1.31926,-,2.27281
15930,1.31917,-,2.22123
15931,1.31908,-,2.02084
15932,1.31914,-,2.17158
15933,1.31926,-,2.12135
15934,1.41928,-,2.47248
15935,1.31895,-,2.32178
15936,1.31988,-,2.27138
15937,1.36963,-,2.32099
15938,1.31967,-,2.07109
15939,1.31868,-,2.37251
15940,1.31925,-,2.22231
15941,1.31852,-,2.27122
15942,1.31875,-,2.42163
15943,1.31847,-,2.32091
15944,1.26870,-,2.17086
15945,1.36866,-,2.32155
15946,1.31802,-,2.17091
15947,1.31817,-,2.12076
15948,1.31917,-,2.12123
15949,1.31924,-,2.22118
15950,1.26922,-,2.02105
15951,1.26827,-,2.02178
15952,1.31845,-,1.97057
15953,1.31943,-,2.12103
15954,1.31850,-,2.02092
15955,1.31848,-,2.07076
15956,1.31830,-,2.12115
15957,1.26831,-,2.07096
15958,1.31891,-,2.12093
15959,1.26876,-,1.97115
15960,1.31891,-,2.22184
15961,1.31921,-,1.97108
15962,1.31907,-,2.12141
15963,1.31891,-,2.12084
15964,1.31888,-,2.47160
15965,1.26867,-,2.17125
15966,1.31916,-,2.02038
15967,1.31925,-,2.22121
15968,1.31922,-,2.17146
15969,1.31838,-,2.22127
15970,1.31815,-,1.97109
15971,1.31871,-,2.02098
15972,1.26896,-,2.07120
15973,1.31895,-,2.27173
15974,1.26841,-,2.22188
15975,1.31925,-,2.07125
15976,1.31919,-,2.27169
15977,1.26879,-,2.02090
15978,1.31867,-,2.12137
15979,1.26899,-,2.27136
15980,1.31828,-,1.97028
15981,1.36869,-,2.32144
15982,1.31887,-,2.22108
15983,1.31896,-,2.02092
15984,1.31897,-,2.27178
15985,1.31834,-,2.32138
15986,1.31888,-,2.07049
15987,1.31867,-,2.27105
15988,1.31900,-,2.07121
15989,1.31870,-,2.07132
15990,1.31902,-,2.22158
15991,1.31914,-,2.02150
15992,1.31912,-,2.07120
15993,1.31938,-,2.22083
15994,1.31970,-,2.12138
15995,1.31933,-,2.27145
15996,1.31881,-,2.17163
15997,1.31876,-,1.97124
15998,1.31906,-,2.27229
15999,1.31915,-,2.22162
16000,1.26863,-,2.22190
16001,1.31893,-,2.12106
16002,1.26913,-,2.27147
16003,1.31912,-,2.17153
16004,1.31923,-,2.07111
16005,1.31907,-,2.37279
16006,1.31879,-,2.03589
16007,1.31890,-,2.07091
16008,1.31926,-,2.17136
16009,1.31911,-,2.02142
16010,1.31857,-,2.22166
16011,1.31903,-,2.02156
16012,1.31874,-,2.27162
16013,1.31883,-,2.07116
16014,1.31870,-,2.22098
16015,1.26947,-,1.97088
16016,1.31928,-,2.12115
16017,1.31900,-,2.07098
16018,1.31883,-,2.27131
16019,1.26873,-,2.32134
16020,1.31948,-,2.17094
16021,1.31867,-,2.17200
16022,1.36896,-,2.02116
16023,1.31897,-,2.02096
16024,1.31868,-,2.27150
16025,1.31904,-,2.22154
16026,1.31900,-,2.07073
16027,1.31883,-,2.12158
16028,1.31882,-,2.22116
16029,1.31885,-,2.27155
16030,1.36901,-,2.02068
16031,1.31944,-,2.32148
16032,1.31950,-,2.27198
16033,1.31959,-,2.07067
16034,1.31941,-,2.17152
16035,1.36934,-,2.07142
16036,1.31847,-,2.07095
16037,1.36936,-,2.27083
16038,1.31884,-,2.07071
16039,1.31879,-,2.07117
16040,1.26940,-,2.27189
16041,1.31858,-,2.07116
16042,1.31865,-,2.22144
16043,1.31895,-,2.02086
16044,1.31826,-,2.27124
16045,1.31838,-,2.17080
16046,1.31842,-,1.97044
16047,1.36835,-,2.27074
16048,1.31866,-,2.17106
16049,1.31887,-,2.42160
16050,1.36951,-,2.07065
16051,1.36878,-,2.37178
16052,1.31940,-,2.17157
16053,1.31923,-,2.02024
16054,1.31954,-,2.12047
16055,1.31856,-,2.22119
16056,1.31923,-,2.27128
16057,1.31881,-,2.22154
16058,1.31887,-,2.07050
16059,1.31970,-,2.17147
16060,1.31946,-,2.02091
16061,1.31913,-,2.17176
16062,1.31853,-,2.07087
16063,1.31911,-,2.22105
16064,1.31887,-,2.02084
16065,1.31926,-,2.27187
16066,1.31881,-,2.07140
16067,1.31921,-,2.02117
16068,1.31900,-,2.27162
16069,1.31873,-,2.27115
16070,1.36890,-,2.07102
16071,1.31945,-,2.07135
16072,1.31921,-,2.32193
16073,1.31919,-,2.07144
16074,1.36936,-,2.27200
16075,1.31916,-,2.02070
16076,1.31921,-,2.27140
16077,1.31887,-,2.12113
16078,1.31988,-,2.27111
16079,1.31963,-,1.97076
16080,1.31906,-,2.22141
16081,1.36885,-,2.12182
16082,1.31866,-,2.12103
16083,1.31890,-,2.32081
16084,1.31933,-,2.02085
16085,1.31918,-,2.22147
16086,1.36909,-,2.27183
16087,1.31924,-,2.12160
16088,1.31882,-,2.17226
16089,1.36940,-,2.27223
16090,1.36955,-,2.32197
16091,1.31925,-,2.27212
16092,1.33478,-,2.02055
16093,1.31891,-,2.27117
16094,1.31923,-,2.22137
16095,1.31865,-,2.02050
16096,1.31929,-,2.32195
16097,1.36865,-,2.22177
16098,1.31909,-,2.02082
16099,1.31879,-,2.37177
16100,1.31958,-,2.32122
16101,1.31870,-,2.67262
16102,1.36946,-,2.12094
16103,1.36899,-,2.32241
16104,1.31868,-,2.12088
16105,1.31851,-,2.27164
16106,1.36887,-,2.12072
16107,1.36944,-,2.27207
16108,1.31950,-,2.32180
16109,1.31949,-,2.03869
16110,1.31936,-,2.02120
16111,1.31913,-,2.32171
16112,1.31917,-,2.12089
16113,1.31945,-,2.27193
16114,1.31915,-,2.07097
16115,1.36941,-,2.02138
16116,1.31933,-,2.02043
16117,1.31889,-,2.22171
16118,1.31855,-,2.02150
16119,1.31907,-,2.22178
16120,1.36946,-,2.27150
16121,1.37087,-,2.02078
16122,1.31948,-,2.02104
16123,1.31919,-,2.37188
16124,1.36946,-,2.07108
16125,1.36958,-,2.22152
16126,1.31914,-,2.07090
16127,1.36883,-,2.22203
16128,1.31905,-,2.12125
16129,1.31897,-,2.17174
16130,1.36890,-,2.02091
16131,1.36945,-,2.17168
16132,1.31897,-,2.07086
16133,1.32013,-,2.17132
16134,1.31910,-,2.27170
16135,1.36956,-,2.27181
16136,1.36919,-,2.07143
16137,1.36926,-,2.37269
16138,1.31910,-,1.97093
16139,1.31888,-,2.27218
16140,1.36901,-,2.12112
16141,1.36946,-,2.22130
16142,1.36880,-,1.97036
16143,1.31949,-,2.17146
16144,1.36915,-,2.27192
16145,1.31916,-,2.02162
16146,1.36899,-,2.02127
16147,1.36919,-,2.27240
16148,1.31913,-,2.12117
16149,1.36915,-,2.02125
16150,1.36924,-,2.17150
16151,1.36900,-,2.27109
16152,1.36873,-,2.17084
16153,1.31854,-,2.02090
16154,1.36926,-,2.07090
16155,1.36963,-,2.22179
16156,1.31904,-,2.02145
16157,1.36976,-,2.22111
16158,1.36934,-,2.12132
16159,1.31912,-,2.07135
16160,1.36942,-,2.02114
16161,1.31886,-,2.27153
16162,1.36932,-,2.02116
16163,1.36871,-,2.27222
16164,1.36974,-,2.17117
16165,1.31941,-,2.22137
16166,1.36899,-,2.27170
16167,1.36988,-,2.22147
16168,1.36904,-,2.12228
16169,1.31966,-,2.02158
16170,1.31878,-,2.02137
16171,1.31941,-,2.27180
16172,1.36841,-,2.07055
16173,1.31865,-,2.07117
16174,1.36912,-,2.07088
16175,1.36927,-,2.02110
16176,1.31841,-,2.07060
16177,1.36883,-,2.07125
16178,1.31962,-,2.27148
16179,1.36927,-,2.27148
16180,1.31921,-,2.07156
16181,1.36926,-,2.02128
16182,1.36952,-,2.32229
16183,1.36919,-,2.12141
16184,1.31910,-,2.12168
16185,1.31899,-,2.02062
16186,1.31940,-,2.32157
16187,1.37003,-,2.12172
16188,1.36999,-,2.22207
16189,1.36920,-,2.02086
16190,1.36957,-,2.27179
16191,1.36917,-,2.17163
16192,1.31897,-,2.07148
16193,1.36878,-,2.02137
16194,1.31959,-,2.22191
16195,1.36944,-,2.12132
16196,1.36905,-,2.27212
16197,1.31898,-,2.17138
16198,1.31885,-,2.12109
16199,1.36952,-,2.02105
16200,1.31955,-,2.22139
16201,1.36942,-,2.17125
16202,1.31867,-,2.22128
16203,1.36927,-,2.07101
16204,1.36931,-,2.27128
16205,1.36924,-,2.32225
16206,1.36932,-,2.07082
16207,1.36917,-,2.02089
16208,1.36872,-,2.22178
16209,1.41899,-,2.07180
16210,1.36905,-,2.27186
16211,1.36935,-,2.12130
16212,1.36931,-,2.22149
16213,1.36937,-,2.07112
16214,1.36926,-,2.32181
16215,1.36939,-,2.27178
16216,1.31866,-,2.27178
16217,1.31909,-,2.02082
16218,1.36912,-,2.22140
16219,1.36882,-,2.07130
16220,1.36938,-,2.07097
16221,1.31889,-,2.02052
16222,1.31919,-,2.27124
16223,1.36880,-,2.07147
16224,1.36922,-,2.17121
16225,1.36898,-,2.12147
16226,1.31917,-,2.27135
16227,1.36931,-,2.02086
16228,1.36977,-,2.27149
16229,1.36952,-,2.07128
16230,1.36933,-,2.32195
16231,1.36869,-,2.02133
16232,1.36915,-,2.22124
16233,1.36885,-,2.17163
16234,1.31894,-,2.27087
16235,1.36872,-,2.07056
16236,1.31850,-,2.32192
16237,1.31917,-,2.12140
16238,1.31823,-,2.02028
16239,1.31838,-,2.32153
16240,1.31918,-,2.17115
16241,1.36885,-,2.27171
16242,1.41881,-,2.17070
16243,1.31890,-,2.42192
16244,1.36913,-,2.02136
16245,1.31906,-,1.97041
16246,1.36906,-,2.27155
16247,1.31880,-,2.07023
16248,1.31850,-,2.27136
16249,1.36921,-,2.12066
16250,1.31920,-,2.22152
16251,1.36894,-,2.07122
16252,1.31907,-,2.32183
16253,1.36914,-,2.32185
16254,1.36915,-,2.22136
16255,1.36870,-,2.07074
16256,1.31900,-,2.37212
16257,1.36922,-,2.07119
16258,1.31902,-,2.07113
16259,1.36914,-,2.27167
16260,1.36875,-,2.27159
16261,1.31890,-,2.02077
16262,1.36887,-,2.02118
16263,1.31922,-,2.32166
16264,1.36961,-,2.07110
16265,1.36966,-,2.02065
16266,1.31925,-,2.27174
16267,1.31906,-,2.07065
16268,1.36953,-,2.22154
16269,1.36907,-,2.07062
16270,1.31881,-,2.02124
16271,1.31903,-,2.02120
16272,1.36887,-,2.22163
16273,1.36914,-,2.12125
16274,1.36924,-,2.22168
16275,1.36911,-,2.02118
16276,1.31906,-,2.27199
16277,1.36904,-,2.02066
16278,1.31900,-,2.27159
16279,1.36936,-,2.07119
16280,1.31889,-,2.27166
16281,1.31944,-,2.07100
16282,1.36928,-,2.22168
16283,1.31947,-,2.07113
16284,1.31863,-,2.27162
16285,1.36918,-,2.02071
16286,1.31912,-,2.27193
16287,1.36933,-,2.02157
16288,1.36917,-,2.27199
16289,1.36912,-,2.12157
16290,1.36881,-,2.27205
16291,1.31920,-,2.12096
16292,1.31916,-,2.27207
16293,1.36947,-,2.02062
16294,1.31935,-,2.32198
16295,1.36921,-,2.12158
16296,1.36906,-,2.27167
16297,1.36916,-,2.12074
16298,1.36856,-,2.22136
16299,1.36875,-,2.12110
16300,1.36906,-,2.27170
16301,1.36942,-,2.02107
16302,1.36947,-,2.02151
16303,1.41860,-,2.02091
16304,1.36923,-,2.22164
16305,1.36926,-,2.17200
16306,1.36957,-,2.27160
16307,1.36930,-,2.07096
16308,1.31882,-,2.22123
16309,1.36937,-,2.17178
16310,1.31962,-,2.22171
16311,1.36924,-,2.07145
16312,1.31905,-,2.27235
16313,1.36882,-,2.12144
16314,1.41991,-,2.52222
16315,1.36929,-,2.27138
16316,1.36917,-,2.32218
16317,1.36939,-,2.07073
16318,1.36918,-,2.27171
16319,1.36915,-,2.17138
16320,1.36929,-,2.32177
16321,1.41930,-,1.97122
16322,1.36917,-,2.07135
16323,1.36885,-,2.02104
16324,1.36933,-,2.27149
16325,1.36920,-,2.07115
16326,1.36922,-,2.37200
16327,1.36985,-,2.02073
16328,1.36910,-,2.12137
16329,1.36916,-,2.12123
16330,1.31900,-,2.27167
16331,1.36938,-,2.12111
16332,1.41894,-,2.27134
16333,1.36924,-,2.02124
16334,1.36886,-,2.02126
16335,1.36964,-,2.07090
16336,1.36925,-,2.37218
16337,1.31854,-,2.07125
16338,1.36866,-,2.32174
16339,1.36947,-,2.07122
16340,1.31880,-,2.27189
16341,1.31877,-,2.07124
16342,1.31916,-,2.32219
16343,1.36871,-,2.07123
16344,1.31903,-,2.37194
16345,1.36900,-,2.02136
16346,1.41902,-,2.27157
16347,1.36905,-,2.07094
16348,1.36902,-,2.27145
16349,1.36898,-,2.17104
16350,1.31946,-,2.17126
16351,1.36874,-,2.22138
16352,1.41898,-,2.17189
16353,1.31917,-,2.32191
16354,1.31912,-,2.12092
16355,1.36892,-,2.27177
16356,1.36935,-,2.17120
16357,1.42009,-,2.17127
16358,1.36978,-,2.27226
16359,1.36915,-,2.17159
16360,1.36837,-,2.47264
16361,1.41902,-,2.32215
16362,1.36924,-,2.32210
16363,1.36935,-,2.12056
16364,1.36883,-,2.32137
16365,1.36937,-,2.12036
16366,1.36956,-,2.42157
16367,1.36886,-,2.12122
16368,1.36878,-,2.32217
16369,1.36940,-,2.22157
16370,1.36942,-,2.42148
16371,1.36943,-,2.17132
16372,1.36907,-,2.32145
16373,1.41902,-,2.27175
16374,1.36921,-,2.27127
16375,1.36901,-,2.32142
16376,1.36929,-,2.32220
16377,1.36874,-,2.37234
16378,1.41871,-,2.17150
16379,1.31883,-,2.32154
16380,1.36942,-,2.37209
16381,1.36844,-,2.22113
16382,1.36975,-,2.07121
16383,1.41998,-,2.32175
16384,1.36904,-,2.22123
16385,1.36952,-,2.09122
16386,1.36907,-,2.22175
16387,1.36911,-,2.37192
16388,1.31906,-,2.12134
16389,1.36900,-,2.37195
16390,1.36926,-,2.17154
16391,1.41972,-,2.42220
16392,1.36915,-,2.07132
16393,1.36900,-,2.42229
16394,1.36882,-,2.27181
16395,1.36900,-,2.37182
16396,1.36950,-,2.27155
16397,1.31872,-,2.37239
16398,1.41924,-,2.17172
16399,1.36905,-,2.02132
16400,1.36923,-,2.37201
16401,1.41912,-,2.12120
16402,1.36905,-,2.07125
16403,1.36845,-,2.02081
16404,1.41908,-,2.27200
16405,1.36931,-,2.07143
16406,1.36898,-,2.32184
16407,1.36895,-,2.12144
16408,1.36906,-,2.22206
16409,1.36908,-,2.37189
16410,1.36902,-,2.17144
16411,1.36869,-,2.37212
16412,1.41904,-,2.17101
16413,1.36898,-,2.42234
16414,1.36911,-,2.12128
16415,1.36904,-,2.37204
16416,1.36973,-,2.17206
16417,1.36890,-,2.27181
16418,1.41961,-,2.12127
16419,1.36903,-,2.32154
16420,1.36891,-,2.07115
16421,1.36887,-,2.27150
16422,1.36899,-,2.17163
16423,1.36881,-,2.32169
16424,1.36885,-,2.07122
16425,1.36901,-,2.32173
16426,1.36922,-,2.17140
16427,1.36890,-,2.32200
16428,1.41916,-,2.02117
16429,1.31886,-,2.32203
16430,1.36890,-,2.17168
16431,1.36886,-,2.32168
16432,1.36914,-,2.07066
16433,1.41977,-,2.27194
16434,1.41943,-,2.27108
16435,1.36915,-,2.22144
16436,1.41921,-,2.12145
16437,1.36918,-,2.37217
16438,1.36878,-,2.17161
16439,1.36976,-,2.17127
16440,1.36916,-,2.12080
16441,1.41897,-,2.37198
16442,1.36939,-,2.12132
16443,1.36901,-,2.12111
16444,1.41976,-,2.12117
16445,1.41907,-,2.32183
16446,1.36906,-,2.27204
16447,1.36907,-,2.32213
16448,1.36854,-,2.07110
16449,1.41915,-,2.32194
16450,1.36879,-,2.12130
16451,1.36926,-,2.37218
16452,1.41979,-,2.12159
16453,1.36899,-,2.37213
16454,1.36925,-,2.22159
16455,1.36903,-,2.27131
16456,1.36900,-,2.12116
16457,1.36871,-,2.37188
16458,1.31887,-,2.02109
16459,1.41938,-,2.32192
16460,1.36908,-,2.07117
16461,1.31884,-,2.42220
16462,1.36887,-,2.12133
16463,1.36963,-,2.07140
16464,1.36907,-,2.32185
16465,1.41907,-,2.17143
16466,1.36924,-,2.37208
16467,1.41933,-,2.22131
16468,1.41946,-,2.22171
16469,1.36959,-,2.07103
16470,1.36928,-,2.32197
16471,1.36911,-,2.12130
16472,1.36863,-,2.27158
16473,1.41897,-,2.12093
16474,1.41882,-,2.27169
16475,1.41900,-,2.07112
16476,1.41906,-,2.32176
16477,1.36944,-,2.27192
